YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2021,GA,"Combined Heat and Power, Industrial Power",Coal,"180,791"
2021,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"20,472"
2021,GA,"Combined Heat and Power, Industrial Power",Natural Gas,"772,018"
2021,GA,"Combined Heat and Power, Industrial Power",Other,"79,262"
2021,GA,"Combined Heat and Power, Industrial Power",Petroleum,"142,890"
2021,GA,"Combined Heat and Power, Industrial Power",Other Biomass,"35,057"
2021,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"3,905,265"
2021,GA,"Combined Heat and Power, Commercial Power",Total,"2,933"
2021,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,GA,"Combined Heat and Power, Commercial Power",Petroleum,996
2021,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,937"
2021,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,GA,"Combined Heat and Power, Electric Power",Total,"532,755"
2021,GA,"Combined Heat and Power, Electric Power",Natural Gas,"166,032"
2021,GA,"Combined Heat and Power, Electric Power",Petroleum,791
2021,GA,"Combined Heat and Power, Electric Power",Other Biomass,"6,736"
2021,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"359,195"
2021,GA,"Electric Generators, Independent Power Producers",Total,"15,007,863"
2021,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"7,920"
2021,GA,"Electric Generators, Independent Power Producers",Natural Gas,"9,168,741"
2021,GA,"Electric Generators, Independent Power Producers",Other,-303
2021,GA,"Electric Generators, Independent Power Producers",Petroleum,"14,955"
2021,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"4,277,219"
2021,GA,"Electric Generators, Independent Power Producers",Other Biomass,"282,511"
2021,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"1,256,820"
2021,GA,"Electric Generators, Electric Utilities",Total,"103,521,223"
2021,GA,"Electric Generators, Electric Utilities",Coal,"18,895,394"
2021,GA,"Electric Generators, Electric Utilities",Pumped Storage,"-133,728"
2021,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,632,651"
2021,GA,"Electric Generators, Electric Utilities",Natural Gas,"46,566,323"
2021,GA,"Electric Generators, Electric Utilities",Nuclear,"33,951,976"
2021,GA,"Electric Generators, Electric Utilities",Other,-1
2021,GA,"Electric Generators, Electric Utilities",Petroleum,"19,399"
2021,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"589,209"
2021,HI,Total Electric Power Industry,Total,"9,182,191"
2021,HI,Total Electric Power Industry,Coal,"1,084,555"
2021,HI,Total Electric Power Industry,Geothermal,"183,751"
2021,HI,Total Electric Power Industry,Hydroelectric Conventional,"114,971"
2021,HI,Total Electric Power Industry,Other Gases,0
2021,HI,Total Electric Power Industry,Other,"195,944"
2021,HI,Total Electric Power Industry,Petroleum,"6,155,207"
2021,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"507,234"
2021,HI,Total Electric Power Industry,Other Biomass,"282,637"
2021,HI,Total Electric Power Industry,Wind,"657,891"
2021,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,HI,"Combined Heat and Power, Industrial Power",Total,"227,933"
2021,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"71,843"
2021,HI,"Combined Heat and Power, Industrial Power",Other Gases,0
2021,HI,"Combined Heat and Power, Industrial Power",Petroleum,"156,090"
2021,HI,"Combined Heat and Power, Commercial Power",Total,"364,214"
2021,HI,"Combined Heat and Power, Commercial Power",Other,"198,485"
2021,HI,"Combined Heat and Power, Commercial Power",Petroleum,"2,975"
2021,HI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,357
2021,HI,"Combined Heat and Power, Commercial Power",Other Biomass,"162,398"
2021,HI,"Combined Heat and Power, Electric Power",Total,"2,294,287"
2021,HI,"Combined Heat and Power, Electric Power",Coal,"1,084,555"
2021,HI,"Combined Heat and Power, Electric Power",Other,240
2021,HI,"Combined Heat and Power, Electric Power",Petroleum,"1,209,492"
2021,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,HI,"Electric Generators, Independent Power Producers",Total,"1,570,286"
2021,HI,"Electric Generators, Independent Power Producers",Geothermal,"183,751"
2021,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"34,084"
2021,HI,"Electric Generators, Independent Power Producers",Other,"-2,470"
2021,HI,"Electric Generators, Independent Power Producers",Petroleum,"173,727"
2021,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"427,389"
2021,HI,"Electric Generators, Independent Power Producers",Other Biomass,"95,914"
2021,HI,"Electric Generators, Independent Power Producers",Wind,"657,891"
2021,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2021,HI,"Electric Generators, Electric Utilities",Total,"4,725,470"
2021,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"9,044"
2021,HI,"Electric Generators, Electric Utilities",Other,-311
2021,HI,"Electric Generators, Electric Utilities",Petroleum,"4,612,923"
2021,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"79,488"
2021,HI,"Electric Generators, Electric Utilities",Other Biomass,"24,326"
2021,IA,Total Electric Power Industry,Total,"67,207,008"
2021,IA,Total Electric Power Industry,Coal,"22,106,594"
2021,IA,Total Electric Power Industry,Hydroelectric Conventional,"980,071"
2021,IA,Total Electric Power Industry,Natural Gas,"6,463,644"
2021,IA,Total Electric Power Industry,Other,-76
2021,IA,Total Electric Power Industry,Petroleum,"132,112"
2021,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"224,906"
2021,IA,Total Electric Power Industry,Other Biomass,"201,142"
2021,IA,Total Electric Power Industry,Wind,"37,098,274"
2021,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,341
2021,IA,"Combined Heat and Power, Industrial Power",Total,"2,051,620"
2021,IA,"Combined Heat and Power, Industrial Power",Coal,"1,418,208"
2021,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"545,167"
2021,IA,"Combined Heat and Power, Industrial Power",Other,0
2021,IA,"Combined Heat and Power, Industrial Power",Petroleum,"25,732"
2021,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"62,513"
2021,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2021,IA,"Combined Heat and Power, Commercial Power",Total,"145,451"
2021,IA,"Combined Heat and Power, Commercial Power",Coal,"47,790"
2021,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"81,331"
2021,IA,"Combined Heat and Power, Commercial Power",Petroleum,"3,962"
2021,IA,"Combined Heat and Power, Commercial Power",Other Biomass,"8,606"
2021,IA,"Combined Heat and Power, Commercial Power",Wind,"3,422"
2021,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,341
2021,IA,"Combined Heat and Power, Electric Power",Total,"4,065"
2021,IA,"Combined Heat and Power, Electric Power",Other Biomass,"4,065"
2021,IA,"Electric Generators, Independent Power Producers",Total,"8,891,131"
2021,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,157"
2021,IA,"Electric Generators, Independent Power Producers",Natural Gas,34
2021,IA,"Electric Generators, Independent Power Producers",Petroleum,"2,700"
2021,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"215,687"
2021,IA,"Electric Generators, Independent Power Producers",Other Biomass,"100,666"
2021,IA,"Electric Generators, Independent Power Producers",Wind,"8,565,887"
2021,IA,"Electric Generators, Electric Utilities",Total,"56,114,741"
2021,IA,"Electric Generators, Electric Utilities",Coal,"20,640,597"
2021,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"973,914"
2021,IA,"Electric Generators, Electric Utilities",Natural Gas,"5,837,112"
2021,IA,"Electric Generators, Electric Utilities",Other,-76
2021,IA,"Electric Generators, Electric Utilities",Petroleum,"99,718"
2021,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"9,219"
2021,IA,"Electric Generators, Electric Utilities",Other Biomass,"25,292"
2021,IA,"Electric Generators, Electric Utilities",Wind,"28,528,965"
2021,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2021,ID,Total Electric Power Industry,Total,"16,836,473"
2021,ID,Total Electric Power Industry,Coal,"16,115"
2021,ID,Total Electric Power Industry,Geothermal,"92,941"
2021,ID,Total Electric Power Industry,Hydroelectric Conventional,"7,995,217"
2021,ID,Total Electric Power Industry,Natural Gas,"4,935,454"
2021,ID,Total Electric Power Industry,Other,"61,911"
2021,ID,Total Electric Power Industry,Petroleum,152
2021,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"564,869"
2021,ID,Total Electric Power Industry,Other Biomass,"96,064"
2021,ID,Total Electric Power Industry,Wind,"2,680,206"
2021,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"393,543"
2021,ID,"Combined Heat and Power, Industrial Power",Total,"549,855"
2021,ID,"Combined Heat and Power, Industrial Power",Coal,"16,115"
2021,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"126,395"
2021,ID,"Combined Heat and Power, Industrial Power",Other,"61,911"
2021,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"2,600"
2021,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"342,833"
2021,ID,"Combined Heat and Power, Commercial Power",Total,"69,207"
2021,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"38,556"
2021,ID,"Combined Heat and Power, Commercial Power",Petroleum,126
2021,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"30,525"
2021,ID,"Combined Heat and Power, Electric Power",Total,"57,827"
2021,ID,"Combined Heat and Power, Electric Power",Other Biomass,"7,117"
2021,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"50,710"
2021,ID,"Electric Generators, Independent Power Producers",Total,"5,702,177"
2021,ID,"Electric Generators, Independent Power Producers",Geothermal,"92,941"
2021,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"674,559"
2021,ID,"Electric Generators, Independent Power Producers",Natural Gas,"1,822,638"
2021,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"562,269"
2021,ID,"Electric Generators, Independent Power Producers",Other Biomass,"44,686"
2021,ID,"Electric Generators, Independent Power Producers",Wind,"2,505,084"
2021,ID,"Electric Generators, Electric Utilities",Total,"10,457,407"
2021,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"7,320,658"
2021,ID,"Electric Generators, Electric Utilities",Natural Gas,"2,947,865"
2021,ID,"Electric Generators, Electric Utilities",Petroleum,26
2021,ID,"Electric Generators, Electric Utilities",Other Biomass,"13,736"
2021,ID,"Electric Generators, Electric Utilities",Wind,"175,122"
2021,IL,Total Electric Power Industry,Total,"181,637,574"
2021,IL,Total Electric Power Industry,Coal,"43,298,080"
2021,IL,Total Electric Power Industry,Hydroelectric Conventional,"128,565"
2021,IL,Total Electric Power Industry,Natural Gas,"20,664,598"
2021,IL,Total Electric Power Industry,Nuclear,"96,994,458"
2021,IL,Total Electric Power Industry,Other Gases,"241,516"
2021,IL,Total Electric Power Industry,Other,"245,734"
2021,IL,Total Electric Power Industry,Petroleum,"53,970"
2021,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"513,112"
2021,IL,Total Electric Power Industry,Other Biomass,"364,454"
2021,IL,Total Electric Power Industry,Wind,"19,133,088"
2021,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,IL,"Combined Heat and Power, Industrial Power",Total,"2,554,413"
2021,IL,"Combined Heat and Power, Industrial Power",Coal,"1,262,599"
2021,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"788,142"
2021,IL,"Combined Heat and Power, Industrial Power",Other Gases,"241,516"
2021,IL,"Combined Heat and Power, Industrial Power",Other,"262,156"
2021,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2021,IL,"Combined Heat and Power, Commercial Power",Total,"501,303"
2021,IL,"Combined Heat and Power, Commercial Power",Coal,"9,113"
2021,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,822
2021,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"486,346"
2021,IL,"Combined Heat and Power, Commercial Power",Petroleum,369
2021,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,0
2021,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,IL,"Combined Heat and Power, Commercial Power",Wind,"4,653"
2021,IL,"Combined Heat and Power, Electric Power",Total,"653,847"
2021,IL,"Combined Heat and Power, Electric Power",Natural Gas,"649,027"
2021,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2021,IL,"Combined Heat and Power, Electric Power",Other Biomass,"4,820"
2021,IL,"Electric Generators, Independent Power Producers",Total,"173,727,654"
2021,IL,"Electric Generators, Independent Power Producers",Coal,"40,185,414"
2021,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"61,072"
2021,IL,"Electric Generators, Independent Power Producers",Natural Gas,"16,639,653"
2021,IL,"Electric Generators, Independent Power Producers",Nuclear,"96,994,458"
2021,IL,"Electric Generators, Independent Power Producers",Other,"-16,410"
2021,IL,"Electric Generators, Independent Power Producers",Petroleum,"35,174"
2021,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"510,947"
2021,IL,"Electric Generators, Independent Power Producers",Other Biomass,"200,147"
2021,IL,"Electric Generators, Independent Power Producers",Wind,"19,117,200"
2021,IL,"Electric Generators, Electric Utilities",Total,"4,200,356"
2021,IL,"Electric Generators, Electric Utilities",Coal,"1,840,953"
2021,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"66,671"
2021,IL,"Electric Generators, Electric Utilities",Natural Gas,"2,101,430"
2021,IL,"Electric Generators, Electric Utilities",Other,-12
2021,IL,"Electric Generators, Electric Utilities",Petroleum,"18,427"
2021,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,165"
2021,IL,"Electric Generators, Electric Utilities",Other Biomass,"159,487"
2021,IL,"Electric Generators, Electric Utilities",Wind,"11,235"
2021,IN,Total Electric Power Industry,Total,"94,164,796"
2021,IN,Total Electric Power Industry,Coal,"54,447,943"
2021,IN,Total Electric Power Industry,Hydroelectric Conventional,"387,030"
2021,IN,Total Electric Power Industry,Natural Gas,"27,599,551"
2021,IN,Total Electric Power Industry,Other Gases,"2,254,362"
2021,IN,Total Electric Power Industry,Other,"489,360"
2021,IN,Total Electric Power Industry,Petroleum,"127,812"
2021,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"572,757"
2021,IN,Total Electric Power Industry,Other Biomass,"428,995"
2021,IN,Total Electric Power Industry,Wind,"7,856,985"
2021,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,IN,"Combined Heat and Power, Industrial Power",Total,"4,642,629"
2021,IN,"Combined Heat and Power, Industrial Power",Coal,0
2021,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"1,862,593"
2021,IN,"Combined Heat and Power, Industrial Power",Other Gases,"2,254,362"
2021,IN,"Combined Heat and Power, Industrial Power",Other,"465,030"
2021,IN,"Combined Heat and Power, Industrial Power",Petroleum,807
2021,IN,"Combined Heat and Power, Industrial Power",Other Biomass,"59,837"
2021,IN,"Combined Heat and Power, Commercial Power",Total,"252,271"
2021,IN,"Combined Heat and Power, Commercial Power",Coal,"30,835"
2021,IN,"Combined Heat and Power, Commercial Power",Natural Gas,"175,644"
2021,IN,"Combined Heat and Power, Commercial Power",Other,"24,445"
2021,IN,"Combined Heat and Power, Commercial Power",Petroleum,603
2021,IN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,042"
2021,IN,"Combined Heat and Power, Commercial Power",Other Biomass,"18,701"
2021,IN,"Combined Heat and Power, Commercial Power",Wind,0
2021,IN,"Combined Heat and Power, Electric Power",Total,"7,728,162"
2021,IN,"Combined Heat and Power, Electric Power",Coal,"4,692,782"
2021,IN,"Combined Heat and Power, Electric Power",Natural Gas,"3,035,095"
2021,IN,"Combined Heat and Power, Electric Power",Petroleum,285
2021,IN,"Electric Generators, Independent Power Producers",Total,"20,893,403"
2021,IN,"Electric Generators, Independent Power Producers",Coal,0
2021,IN,"Electric Generators, Independent Power Producers",Natural Gas,"12,771,675"
2021,IN,"Electric Generators, Independent Power Producers",Petroleum,"3,311"
2021,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"199,021"
2021,IN,"Electric Generators, Independent Power Producers",Other Biomass,"62,411"
2021,IN,"Electric Generators, Independent Power Producers",Wind,"7,856,985"
2021,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2021,IN,"Electric Generators, Electric Utilities",Total,"60,648,331"
2021,IN,"Electric Generators, Electric Utilities",Coal,"49,724,326"
2021,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"387,030"
2021,IN,"Electric Generators, Electric Utilities",Natural Gas,"9,754,544"
2021,IN,"Electric Generators, Electric Utilities",Other,-115
2021,IN,"Electric Generators, Electric Utilities",Petroleum,"122,806"
2021,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"371,694"
2021,IN,"Electric Generators, Electric Utilities",Other Biomass,"288,046"
2021,KS,Total Electric Power Industry,Total,"56,630,703"
2021,KS,Total Electric Power Industry,Coal,"19,396,169"
2021,KS,Total Electric Power Industry,Hydroelectric Conventional,"29,947"
2021,KS,Total Electric Power Industry,Natural Gas,"2,662,209"
2021,KS,Total Electric Power Industry,Nuclear,"8,574,732"
2021,KS,Total Electric Power Industry,Other,"4,978"
2021,KS,Total Electric Power Industry,Petroleum,"149,201"
2021,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,"61,058"
2021,KS,Total Electric Power Industry,Other Biomass,"58,715"
2021,KS,Total Electric Power Industry,Wind,"25,693,695"
2021,KS,"Combined Heat and Power, Industrial Power",Total,"233,688"
2021,KS,"Combined Heat and Power, Industrial Power",Natural Gas,"226,203"
2021,KS,"Combined Heat and Power, Industrial Power",Other,"4,978"
2021,KS,"Combined Heat and Power, Industrial Power",Wind,"2,507"
2021,KS,"Combined Heat and Power, Commercial Power",Total,"15,740"
2021,KS,"Combined Heat and Power, Commercial Power",Wind,"15,740"
2021,KS,"Electric Generators, Independent Power Producers",Total,"23,655,661"
2021,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"29,947"
2021,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"58,071"
2021,KS,"Electric Generators, Independent Power Producers",Other Biomass,"58,715"
2021,KS,"Electric Generators, Independent Power Producers",Wind,"23,508,928"
2021,KS,"Electric Generators, Electric Utilities",Total,"32,725,615"
2021,KS,"Electric Generators, Electric Utilities",Coal,"19,396,169"
2021,KS,"Electric Generators, Electric Utilities",Natural Gas,"2,436,006"
2021,KS,"Electric Generators, Electric Utilities",Nuclear,"8,574,732"
2021,KS,"Electric Generators, Electric Utilities",Petroleum,"149,201"
2021,KS,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,987"
2021,KS,"Electric Generators, Electric Utilities",Wind,"2,166,520"
2021,KY,Total Electric Power Industry,Total,"69,908,411"
2021,KY,Total Electric Power Industry,Coal,"49,862,729"
2021,KY,Total Electric Power Industry,Hydroelectric Conventional,"4,876,457"
2021,KY,Total Electric Power Industry,Natural Gas,"14,571,980"
2021,KY,Total Electric Power Industry,Other,"70,430"
2021,KY,Total Electric Power Industry,Petroleum,"66,090"
2021,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"45,989"
2021,KY,Total Electric Power Industry,Other Biomass,"115,172"
2021,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,"299,564"
2021,KY,"Combined Heat and Power, Industrial Power",Total,"552,980"
2021,KY,"Combined Heat and Power, Industrial Power",Natural Gas,"253,416"
2021,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"299,564"
2021,KY,"Electric Generators, Independent Power Producers",Total,"593,870"
2021,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"15,737"
2021,KY,"Electric Generators, Independent Power Producers",Natural Gas,"561,639"
2021,KY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,300"
2021,KY,"Electric Generators, Independent Power Producers",Other Biomass,"15,194"
2021,KY,"Electric Generators, Electric Utilities",Total,"68,761,562"
2021,KY,"Electric Generators, Electric Utilities",Coal,"49,862,729"
2021,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"4,860,720"
2021,KY,"Electric Generators, Electric Utilities",Natural Gas,"13,756,925"
2021,KY,"Electric Generators, Electric Utilities",Other,"70,430"
2021,KY,"Electric Generators, Electric Utilities",Petroleum,"66,090"
2021,KY,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"44,689"
2021,KY,"Electric Generators, Electric Utilities",Other Biomass,"99,978"
2021,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2021,LA,Total Electric Power Industry,Total,"98,715,313"
2021,LA,Total Electric Power Industry,Coal,"7,872,951"
2021,LA,Total Electric Power Industry,Hydroelectric Conventional,"1,109,178"
2021,LA,Total Electric Power Industry,Natural Gas,"63,961,174"
2021,LA,Total Electric Power Industry,Nuclear,"17,248,674"
2021,LA,Total Electric Power Industry,Other Gases,"1,790,932"
2021,LA,Total Electric Power Industry,Other,"550,230"
2021,LA,Total Electric Power Industry,Petroleum,"3,895,714"
2021,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"146,393"
2021,LA,Total Electric Power Industry,Other Biomass,"83,621"
2021,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,056,446"
2021,LA,"Combined Heat and Power, Industrial Power",Total,"27,773,474"
2021,LA,"Combined Heat and Power, Industrial Power",Coal,0
2021,LA,"Combined Heat and Power, Industrial Power",Natural Gas,"23,581,927"
2021,LA,"Combined Heat and Power, Industrial Power",Other Gases,"1,790,932"
2021,LA,"Combined Heat and Power, Industrial Power",Other,"344,170"
2021,LA,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"2,056,446"
2021,LA,"Combined Heat and Power, Commercial Power",Total,"183,599"
2021,LA,"Combined Heat and Power, Commercial Power",Natural Gas,"183,599"
2021,LA,"Combined Heat and Power, Electric Power",Total,"2,744,341"
2021,LA,"Combined Heat and Power, Electric Power",Natural Gas,"2,744,341"
2021,LA,"Electric Generators, Independent Power Producers",Total,"4,168,929"
2021,LA,"Electric Generators, Independent Power Producers",Coal,"2,419,152"
2021,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,109,178"
2021,LA,"Electric Generators, Independent Power Producers",Natural Gas,"445,574"
2021,LA,"Electric Generators, Independent Power Producers",Petroleum,0
2021,LA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"111,405"
2021,LA,"Electric Generators, Independent Power Producers",Other Biomass,"83,621"
2021,LA,"Electric Generators, Electric Utilities",Total,"63,844,970"
2021,LA,"Electric Generators, Electric Utilities",Coal,"5,453,800"
2021,LA,"Electric Generators, Electric Utilities",Natural Gas,"37,005,734"
2021,LA,"Electric Generators, Electric Utilities",Nuclear,"17,248,674"
2021,LA,"Electric Generators, Electric Utilities",Other,"206,060"
2021,LA,"Electric Generators, Electric Utilities",Petroleum,"3,895,714"
2021,LA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"34,988"
2021,MA,Total Electric Power Industry,Total,"19,477,347"
2021,MA,Total Electric Power Industry,Coal,0
2021,MA,Total Electric Power Industry,Pumped Storage,"-424,247"
2021,MA,Total Electric Power Industry,Hydroelectric Conventional,"1,117,514"
2021,MA,Total Electric Power Industry,Natural Gas,"15,009,932"
2021,MA,Total Electric Power Industry,Other,"924,058"
2021,MA,Total Electric Power Industry,Petroleum,"81,147"
2021,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,587,405"
2021,MA,Total Electric Power Industry,Other Biomass,"902,720"
2021,MA,Total Electric Power Industry,Wind,"208,626"
2021,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"70,191"
2021,MA,"Combined Heat and Power, Industrial Power",Total,"203,027"
2021,MA,"Combined Heat and Power, Industrial Power",Coal,0
2021,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"197,724"
2021,MA,"Combined Heat and Power, Industrial Power",Other,-1
2021,MA,"Combined Heat and Power, Industrial Power",Petroleum,639
2021,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"4,611"
2021,MA,"Combined Heat and Power, Industrial Power",Wind,54
2021,MA,"Combined Heat and Power, Commercial Power",Total,"597,797"
2021,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"5,752"
2021,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"530,129"
2021,MA,"Combined Heat and Power, Commercial Power",Other,234
2021,MA,"Combined Heat and Power, Commercial Power",Petroleum,"6,538"
2021,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"6,638"
2021,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"25,686"
2021,MA,"Combined Heat and Power, Commercial Power",Wind,"22,820"
2021,MA,"Combined Heat and Power, Electric Power",Total,"1,494,911"
2021,MA,"Combined Heat and Power, Electric Power",Natural Gas,"1,490,518"
2021,MA,"Combined Heat and Power, Electric Power",Petroleum,"4,393"
2021,MA,"Electric Generators, Independent Power Producers",Total,"16,672,006"
2021,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-424,247"
2021,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"833,804"
2021,MA,"Electric Generators, Independent Power Producers",Natural Gas,"12,712,314"
2021,MA,"Electric Generators, Independent Power Producers",Other,"924,460"
2021,MA,"Electric Generators, Independent Power Producers",Petroleum,"55,872"
2021,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,489,917"
2021,MA,"Electric Generators, Independent Power Producers",Other Biomass,"877,034"
2021,MA,"Electric Generators, Independent Power Producers",Wind,"132,660"
2021,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"70,191"
2021,MA,"Electric Generators, Electric Utilities",Total,"509,606"
2021,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"277,958"
2021,MA,"Electric Generators, Electric Utilities",Natural Gas,"79,247"
2021,MA,"Electric Generators, Electric Utilities",Other,-635
2021,MA,"Electric Generators, Electric Utilities",Petroleum,"13,705"
2021,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"86,239"
2021,MA,"Electric Generators, Electric Utilities",Wind,"53,092"
2021,MD,Total Electric Power Industry,Total,"38,235,137"
2021,MD,Total Electric Power Industry,Coal,"5,173,979"
2021,MD,Total Electric Power Industry,Hydroelectric Conventional,"2,117,149"
2021,MD,Total Electric Power Industry,Natural Gas,"13,977,171"
2021,MD,Total Electric Power Industry,Nuclear,"14,993,633"
2021,MD,Total Electric Power Industry,Other,"376,221"
2021,MD,Total Electric Power Industry,Petroleum,"72,669"
2021,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"632,049"
2021,MD,Total Electric Power Industry,Other Biomass,"366,363"
2021,MD,Total Electric Power Industry,Wind,"517,431"
2021,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"8,473"
2021,MD,"Combined Heat and Power, Industrial Power",Total,"48,123"
2021,MD,"Combined Heat and Power, Industrial Power",Natural Gas,"47,893"
